Candidate,Party,First_pref_count,First_pref_pct,Quota,Elected_on_Count,Status,Seat,Gender,Election_date,Electorate,number_of_candidates,seats_available,constituency_name,constituency_name_as_Gaeilge,quota,Outgoing
Charlie O'Connor,Fianna Fail,7155,0.19440000000000002,0.97,4,Made Quota,2,Male,2002-05-17,67947,10,4,Dublin South West,Baile Atha Cliath Thiar Theas,7361,
Conor Lenihan,Fianna Fail,7080,0.1924,0.96,6,Made Quota,3,Male,2002-05-17,67947,10,4,Dublin South West,Baile Atha Cliath Thiar Theas,7361,TD
Pat Rabbitte,Labour,6314,0.1716,0.86,6,Made Quota,4,Male,2002-05-17,67947,10,4,Dublin South West,Baile Atha Cliath Thiar Theas,7361,TD
Brian Hayes,Fine Gael,4654,0.1265,0.63,6,Not Elected,,Male,2002-05-17,67947,10,4,Dublin South West,Baile Atha Cliath Thiar Theas,7361,TD
Patrick Quinn,Green/Comhaontas Glas,1157,0.031400000000000004,0.16,6,No expenses,,Male,2002-05-17,67947,10,4,Dublin South West,Baile Atha Cliath Thiar Theas,7361,
Mick Murphy,Socialist,954,0.0259,0.13,5,No expenses,,Male,2002-05-17,67947,10,4,Dublin South West,Baile Atha Cliath Thiar Theas,7361,
Eamonn Walsh,Labour,971,0.0264,0.13,4,No expenses,,Male,2002-05-17,67947,10,4,Dublin South West,Baile Atha Cliath Thiar Theas,7361,
Darragh O'Reilly,Comhar Criostai/Christian Solidarity,760,0.0207,0.10,2,No expenses,,Male,2002-05-17,67947,10,4,Dublin South West,Baile Atha Cliath Thiar Theas,7361,
Ray Kelly,Non party/Independent,291,0.0079,0.04,1,No expenses,,Male,2002-05-17,67947,10,4,Dublin South West,Baile Atha Cliath Thiar Theas,7361,
Eamon O Cuiv,Fianna Fail,9947,0.2011,1.21,1,Made Quota,1,Male,2002-05-17,82213,17,5,Galway West,Gaillimh Thiar,8245,TD
Frank Fahey,Fianna Fail,7226,0.1461,0.88,6,Made Quota,2,Male,2002-05-17,82213,17,5,Galway West,Gaillimh Thiar,8245,TD
Padraic McCormack,Fine Gael,4760,0.0962,0.58,12,Made Quota,4,Male,2002-05-17,82213,17,5,Galway West,Gaillimh Thiar,8245,TD
Michael D Higgins,Labour,5213,0.1054,0.63,14,Made Quota,3,Male,2002-05-17,82213,17,5,Galway West,Gaillimh Thiar,8245,TD
Noel Grealish,Progressive Democrats,2735,0.0553,0.33,15,Elected,5,Male,2002-05-17,82213,17,5,Galway West,Gaillimh Thiar,8245,
Margaret Cox,Fianna Fail,3269,0.0661,0.40,15,Not Elected,,Female,2002-05-17,82213,17,5,Galway West,Gaillimh Thiar,8245,
Niall O Brolchain,Green/Comhaontas Glas,2193,0.0443,0.27,14,Eliminated,,Male,2002-05-17,82213,17,5,Galway West,Gaillimh Thiar,8245,
Seamus Walsh,Non party/Independent,2439,0.0493,0.30,12,Eliminated,,Male,2002-05-17,82213,17,5,Galway West,Gaillimh Thiar,8245,
Michael McDonagh,Fine Gael,2279,0.0461,0.28,11,Eliminated,,Male,2002-05-17,82213,17,5,Galway West,Gaillimh Thiar,8245,
Donal Lyons,Progressive Democrats,1995,0.0403,0.24,10,Eliminated,,Male,2002-05-17,82213,17,5,Galway West,Gaillimh Thiar,8245,
Daniel Callanan,Sinn Féin,1468,0.0297,0.18,8,Eliminated,,Male,2002-05-17,82213,17,5,Galway West,Gaillimh Thiar,8245,
Dana Rosemary Scallon,Non party/Independent,1677,0.0339,0.20,7,No expenses,,Female,2002-05-17,82213,17,5,Galway West,Gaillimh Thiar,8245,
Declan McDonnell,Progressive Democrats,1462,0.0296,0.18,6,No expenses,,Male,2002-05-17,82213,17,5,Galway West,Gaillimh Thiar,8245,
Seán Coistealbha,Sinn Féin,1311,0.0265,0.16,5,No expenses,,Male,2002-05-17,82213,17,5,Galway West,Gaillimh Thiar,8245,
Fidelma Healy Eames,Fine Gael,1320,0.026699999999999998,0.16,4,No expenses,,Female,2002-05-17,82213,17,5,Galway West,Gaillimh Thiar,8245,
Eileen Manning,Non party/Independent,96,0.0019,0.01,3,No expenses,,Female,2002-05-17,82213,17,5,Galway West,Gaillimh Thiar,8245,
Joseph Nulty,Non party/Independent,76,0.0015,0.01,2,No expenses,,Male,2002-05-17,82213,17,5,Galway West,Gaillimh Thiar,8245,
Tom McEllistrim,Fianna Fail,7884,0.20129999999999998,0.80,2,Made Quota,1,Male,2002-05-17,55476,7,3,Kerry North,Ciarrai Thuaidh,9794,
Martin Ferris,Sinn Féin,9496,0.24239999999999998,0.97,2,Made Quota,2,Male,2002-05-17,55476,7,3,Kerry North,Ciarrai Thuaidh,9794,
Jimmy Deenihan,Fine Gael,8652,0.22089999999999999,0.88,3,Made Quota,3,Male,2002-05-17,55476,7,3,Kerry North,Ciarrai Thuaidh,9794,TD
Dick Spring,Labour,8773,0.22399999999999998,0.90,3,Not Elected,,Male,2002-05-17,55476,7,3,Kerry North,Ciarrai Thuaidh,9794,TD
Dan Kiley,Fianna Fail,3927,0.1002,0.40,1,Eliminated,,Male,2002-05-17,55476,7,3,Kerry North,Ciarrai Thuaidh,9794,
James Kennedy,Non party/Independent Health Alliance,233,0.0059,0.02,1,No expenses,,Male,2002-05-17,55476,7,3,Kerry North,Ciarrai Thuaidh,9794,
Anthony O'Connor,Non party/Independent,208,0.0053,0.02,1,No expenses,,Male,2002-05-17,55476,7,3,Kerry North,Ciarrai Thuaidh,9794,
John O'Donoghue,Fianna Fail,9445,0.2577,1.03,1,Made Quota,1,Male,2002-05-17,51761,8,3,Kerry South,Ciarrai Theas,9162,TD
Breeda Moynihan Cronin,Labour,5307,0.1448,0.58,6,Made Quota,2,Female,2002-05-17,51761,8,3,Kerry South,Ciarrai Theas,9162,TD
Jackie Healy Rae,Non party/Independent,6229,0.17,0.68,7,Elected,3,Male,2002-05-17,51761,8,3,Kerry South,Ciarrai Theas,9162,TD
Tom Fleming,Fianna Fail,6912,0.1886,0.75,7,Not Elected,,Male,2002-05-17,51761,8,3,Kerry South,Ciarrai Theas,9162,
Seamus Fitzgerald,Fine Gael,4539,0.12390000000000001,0.50,5,Eliminated,,Male,2002-05-17,51761,8,3,Kerry South,Ciarrai Theas,9162,
Sheila Casey,Fine Gael,1934,0.0528,0.21,4,No expenses,,Female,2002-05-17,51761,8,3,Kerry South,Ciarrai Theas,9162,
Donal Grady,Non party/Independent,1346,0.036699999999999997,0.15,2,No expenses,,Male,2002-05-17,51761,8,3,Kerry South,Ciarrai Theas,9162,
Donal Barry,Non party/Independent,934,0.0255,0.10,1,No expenses,,Male,2002-05-17,51761,8,3,Kerry South,Ciarrai Theas,9162,
Brian Cowen,Fianna Fail,12529,0.19820000000000002,1.19,1,Made Quota,1,Male,2002-05-17,95373,14,5,Laoighis Offaly,Laois Uibh Fhaili,10537,TD
Tom Parlon,Progressive Democrats,9088,0.1438,0.86,5,Made Quota,2,Male,2002-05-17,95373,14,5,Laoighis Offaly,Laois Uibh Fhaili,10537,
Olwyn Enright,Fine Gael,8053,0.1274,0.76,6,Made Quota,3,Female,2002-05-17,95373,14,5,Laoighis Offaly,Laois Uibh Fhaili,10537,
John Moloney,Fianna Fail,8093,0.128,0.77,6,Made Quota,4,Male,2002-05-17,95373,14,5,Laoighis Offaly,Laois Uibh Fhaili,10537,TD
Seán Fleming,Fianna Fail,7091,0.11220000000000001,0.67,6,Elected,5,Male,2002-05-17,95373,14,5,Laoighis Offaly,Laois Uibh Fhaili,10537,TD
Charlie Flanagan,Fine Gael,6500,0.10279999999999999,0.62,6,Not Elected,,Male,2002-05-17,95373,14,5,Laoighis Offaly,Laois Uibh Fhaili,10537,TD
Ger Killally,Fianna Fail,4719,0.0746,0.45,5,Eliminated,,Male,2002-05-17,95373,14,5,Laoighis Offaly,Laois Uibh Fhaili,10537,
Brian Stanley,Sinn Féin,2600,0.041100000000000005,0.25,4,Eliminated,,Male,2002-05-17,95373,14,5,Laoighis Offaly,Laois Uibh Fhaili,10537,
Molly Buckley,Non party/Independent Health Alliance,1695,0.0268,0.16,4,No expenses,,Female,2002-05-17,95373,14,5,Laoighis Offaly,Laois Uibh Fhaili,10537,
John Dwyer,Labour,1600,0.0253,0.15,3,No expenses,,Male,2002-05-17,95373,14,5,Laoighis Offaly,Laois Uibh Fhaili,10537,
Christopher Fettes,Green/Comhaontas Glas,520,0.008199999999999999,0.05,2,No expenses,,Male,2002-05-17,95373,14,5,Laoighis Offaly,Laois Uibh Fhaili,10537,
Joe McCormack,Non party/Independent,351,0.005600000000000001,0.03,2,No expenses,,Male,2002-05-17,95373,14,5,Laoighis Offaly,Laois Uibh Fhaili,10537,
John Kelly,Non party/Independent,236,0.0037,0.02,2,No expenses,,Male,2002-05-17,95373,14,5,Laoighis Offaly,Laois Uibh Fhaili,10537,
Michael Redmond,Comhar Criostai/Christian Solidarity,142,0.0022,0.01,2,No expenses,,Male,2002-05-17,95373,14,5,Laoighis Offaly,Laois Uibh Fhaili,10537,
Willie O'Dea,Fianna Fail,13174,0.2635,1.58,1,Made Quota,1,Male,2002-05-17,80593,15,5,Limerick East,Luimneach Thoir,8334,TD
Michael Noonan,Fine Gael,9451,0.18899999999999997,1.13,1,Made Quota,2,Male,2002-05-17,80593,15,5,Limerick East,Luimneach Thoir,8334,TD
Peter Power,Fianna Fail,3881,0.0776,0.47,10,Made Quota,3,Male,2002-05-17,80593,15,5,Limerick East,Luimneach Thoir,8334,
Tim O'Malley,Progressive Democrats,4885,0.0977,0.59,11,Elected,4,Male,2002-05-17,80593,15,5,Limerick East,Luimneach Thoir,8334,
Jan O'Sullivan,Labour,4629,0.0926,0.56,11,Elected,5,Female,2002-05-17,80593,15,5,Limerick East,Luimneach Thoir,8334,
Mary Jackman,Fine Gael,4468,0.0894,0.54,11,Not Elected,,Female,2002-05-17,80593,15,5,Limerick East,Luimneach Thoir,8334,
Eddie Wade,Fianna Fail,2918,0.0584,0.35,9,Eliminated,,Male,2002-05-17,80593,15,5,Limerick East,Luimneach Thoir,8334,TD
Pat Kennedy,Non party/Independent,2092,0.0418,0.25,8,Eliminated,,Male,2002-05-17,80593,15,5,Limerick East,Luimneach Thoir,8334,
John Gilligan,Non party/Independent,1176,0.0235,0.14,7,No expenses,,Male,2002-05-17,80593,15,5,Limerick East,Luimneach Thoir,8334,
Tom Ryan,Non party/Independent Health Alliance,1148,0.023,0.14,6,No expenses,,Male,2002-05-17,80593,15,5,Limerick East,Luimneach Thoir,8334,
Timothy Hourigan,Green/Comhaontas Glas,917,0.0183,0.11,5,No expenses,,Male,2002-05-17,80593,15,5,Limerick East,Luimneach Thoir,8334,
Michael Kelly,Non party/Independent,677,0.013500000000000002,0.08,4,No expenses,,Male,2002-05-17,80593,15,5,Limerick East,Luimneach Thoir,8334,
Nora Bennis,National Party,479,0.0096,0.06,3,No expenses,,Female,2002-05-17,80593,15,5,Limerick East,Luimneach Thoir,8334,
Conor O'Donoghue,Comhar Criostai/Christian Solidarity,86,0.0017000000000000001,0.01,3,No expenses,,Male,2002-05-17,80593,15,5,Limerick East,Luimneach Thoir,8334,
Aidan Ryan,Non party/Independent,19,0.0004,0.00,3,No expenses,,Male,2002-05-17,80593,15,5,Limerick East,Luimneach Thoir,8334,
John Cregan,Fianna Fail,10823,0.3034,1.21,1,Made Quota,1,Male,2002-05-17,53879,7,3,Limerick West,Luimneach Thiar,8918,TD
Michael J Collins,Fianna Fail,8236,0.2309,0.92,3,Made Quota,2,Male,2002-05-17,53879,7,3,Limerick West,Luimneach Thiar,8918,TD
Dan Neville,Fine Gael,7446,0.20879999999999999,0.83,4,Elected,3,Male,2002-05-17,53879,7,3,Limerick West,Luimneach Thiar,8918,TD
Michael Finucane,Fine Gael,7410,0.2077,0.83,4,Not Elected,,Male,2002-05-17,53879,7,3,Limerick West,Luimneach Thiar,8918,
Marcus Briody,Green/Comhaontas Glas,948,0.026600000000000002,0.11,3,No expenses,,Male,2002-05-17,53879,7,3,Limerick West,Luimneach Thiar,8918,
Mike MacDomhnaill,Non party/Independent,662,0.018600000000000002,0.07,3,No expenses,,Male,2002-05-17,53879,7,3,Limerick West,Luimneach Thiar,8918,
Patrick O'Riordan,Comhar Criostai/Christian Solidarity,144,0.004,0.02,3,No expenses,,Male,2002-05-17,53879,7,3,Limerick West,Luimneach Thiar,8918,
Dermot Ahern,Fianna Fail,9603,0.2016,1.01,1,Made Quota,1,Male,2002-05-17,81952,15,4,Louth,Lu,9525,TD
Fergus O'Dowd,Fine Gael,5505,0.11560000000000001,0.58,8,Made Quota,2,Male,2002-05-17,81952,15,4,Louth,Lu,9525,Senator
Seamus Kirk,Fianna Fail,6495,0.1364,0.68,8,Made Quota,3,Male,2002-05-17,81952,15,4,Louth,Lu,9525,TD
Arthur Morgan,Sinn Féin,7121,0.1495,0.75,8,Elected,4,Male,2002-05-17,81952,15,4,Louth,Lu,9525,
Terry Brennan,Fine Gael,4130,0.0867,0.43,8,Not Elected,,Male,2002-05-17,81952,15,4,Louth,Lu,9525,
Frank Maher,Fianna Fail,4653,0.0977,0.49,7,Eliminated,,Male,2002-05-17,81952,15,4,Louth,Lu,9525,
Michael Bell,Labour,3185,0.0669,0.33,6,Eliminated,,Male,2002-05-17,81952,15,4,Louth,Lu,9525,TD
Dr Mary Grehan,Non party/Independent,2384,0.0501,0.25,5,Eliminated,,Female,2002-05-17,81952,15,4,Louth,Lu,9525,
Bernadette Martin,Green/Comhaontas Glas,1979,0.0416,0.21,4,No expenses,,Female,2002-05-17,81952,15,4,Louth,Lu,9525,
Martin Bellew,Non party/Independent,1307,0.0274,0.14,2,No expenses,,Male,2002-05-17,81952,15,4,Louth,Lu,9525,
Frank Godfrey,Non party/Independent,473,0.009899999999999999,0.05,2,No expenses,,Male,2002-05-17,81952,15,4,Louth,Lu,9525,
Aidan McMahon,Non party/Independent,294,0.0062,0.03,1,No expenses,,Male,2002-05-17,81952,15,4,Louth,Lu,9525,
Liam O Gogain,Non party/Independent,239,0.005,0.03,1,No expenses,,Male,2002-05-17,81952,15,4,Louth,Lu,9525,
Peter Short,Workers',176,0.0037,0.02,1,No expenses,,Male,2002-05-17,81952,15,4,Louth,Lu,9525,
Michael Maguire,Comhar Criostai/Christian Solidarity,79,0.0017000000000000001,0.01,1,No expenses,,Male,2002-05-17,81952,15,4,Louth,Lu,9525,
Noel Dempsey,Fianna Fail,11534,0.18,1.08,1,Made Quota,1,Male,2002-05-17,108717,14,5,Meath,An Mhi,10681,TD
John Bruton,Fine Gael,7617,0.1189,0.71,8,Made Quota,2,Male,2002-05-17,108717,14,5,Meath,An Mhi,10681,TD
Mary Wallace,Fianna Fail,8759,0.1367,0.82,9,Made Quota,3,Female,2002-05-17,108717,14,5,Meath,An Mhi,10681,TD
Damien English,Fine Gael,5958,0.09300000000000001,0.56,9,Elected,4,Male,2002-05-17,108717,14,5,Meath,An Mhi,10681,
Johnny Brady,Fianna Fail,8493,0.1325,0.80,9,Elected,5,Male,2002-05-17,108717,14,5,Meath,An Mhi,10681,TD
Joe Reilly,Sinn Féin,6042,0.0943,0.57,9,Not Elected,,Male,2002-05-17,108717,14,5,Meath,An Mhi,10681,
Brian Fitzgerald,Non party/Independent,3722,0.0581,0.35,8,Eliminated,,Male,2002-05-17,108717,14,5,Meath,An Mhi,10681,
John V Farrelly,Fine Gael,3877,0.0605,0.36,7,Eliminated,,Male,2002-05-17,108717,14,5,Meath,An Mhi,10681,TD
Peter Ward,Labour,2727,0.0426,0.26,6,Eliminated,,Male,2002-05-17,108717,14,5,Meath,An Mhi,10681,
Fergal O'Byrne,Green/Comhaontas Glas,2337,0.0365,0.22,5,Eliminated,,Male,2002-05-17,108717,14,5,Meath,An Mhi,10681,
Tom Kelly,Non party/Independent,1373,0.021400000000000002,0.13,4,No expenses,,Male,2002-05-17,108717,14,5,Meath,An Mhi,10681,
Pat O'Brien,Non party/Independent,1199,0.0187,0.11,3,No expenses,,Male,2002-05-17,108717,14,5,Meath,An Mhi,10681,
Jane Colwell,Non party/Independent,263,0.0040999999999999995,0.02,2,No expenses,,Female,2002-05-17,108717,14,5,Meath,An Mhi,10681,
Michael Redmond,Comhar Criostai/Christian Solidarity,180,0.0028000000000000004,0.02,2,No expenses,,Male,2002-05-17,108717,14,5,Meath,An Mhi,10681,
Marian Harkin,Non party/Independent,8610,0.17579999999999998,0.88,4,Made Quota,1,Female,2002-05-17,70460,12,4,Sligo Leitrim,Sligeach Liatroim,9795,
Jimmy Devins,Fianna Fail,6307,0.1288,0.64,6,Made Quota,3,Male,2002-05-17,70460,12,4,Sligo Leitrim,Sligeach Liatroim,9795,
John Perry,Fine Gael,6897,0.1408,0.70,6,Made Quota,2,Male,2002-05-17,70460,12,4,Sligo Leitrim,Sligeach Liatroim,9795,TD
John Ellis,Fianna Fail,6434,0.13140000000000002,0.66,7,Elected,4,Male,2002-05-17,70460,12,4,Sligo Leitrim,Sligeach Liatroim,9795,TD
Gerry Reynolds,Fine Gael,6162,0.1258,0.63,7,Not Elected,,Male,2002-05-17,70460,12,4,Sligo Leitrim,Sligeach Liatroim,9795,TD
Eamon Scanlon,Fianna Fail,6345,0.12960000000000002,0.65,5,Eliminated,,Male,2002-05-17,70460,12,4,Sligo Leitrim,Sligeach Liatroim,9795,
Seán MacManus,Sinn Féin,5001,0.10210000000000001,0.51,3,Eliminated,,Male,2002-05-17,70460,12,4,Sligo Leitrim,Sligeach Liatroim,9795,
Declan Bree,Labour,2429,0.0496,0.25,2,Eliminated,,Male,2002-05-17,70460,12,4,Sligo Leitrim,Sligeach Liatroim,9795,
Andy McSharry,Non party/Independent,303,0.0062,0.03,1,No expenses,,Male,2002-05-17,70460,12,4,Sligo Leitrim,Sligeach Liatroim,9795,
Martin Ford,Non party/Independent,203,0.0040999999999999995,0.02,1,No expenses,,Male,2002-05-17,70460,12,4,Sligo Leitrim,Sligeach Liatroim,9795,
John Lacken,Comhar Criostai/Christian Solidarity,166,0.0034000000000000002,0.02,1,No expenses,,Male,2002-05-17,70460,12,4,Sligo Leitrim,Sligeach Liatroim,9795,
John McCrea,Non party/Independent,114,0.0023,0.01,1,No expenses,,Male,2002-05-17,70460,12,4,Sligo Leitrim,Sligeach Liatroim,9795,
Michael Lowry Snr,Non party/Independent,10400,0.2539,1.02,1,Made Quota,1,Male,2002-05-17,59427,6,3,Tipperary North,Tiobraid Arann Thuaidh,10242,TD
Maire Hoctor,Fianna Fail,8949,0.2184,0.87,3,Elected,2,Female,2002-05-17,59427,6,3,Tipperary North,Tiobraid Arann Thuaidh,10242,
Michael Smith,Fianna Fail,8526,0.20809999999999998,0.83,4,Elected,3,Male,2002-05-17,59427,6,3,Tipperary North,Tiobraid Arann Thuaidh,10242,TD
Noel J Coonan,Fine Gael,6108,0.1491,0.60,4,Not Elected,,Male,2002-05-17,59427,6,3,Tipperary North,Tiobraid Arann Thuaidh,10242,
Kathleen O'Meara,Labour,5537,0.1352,0.54,2,Eliminated,,Female,2002-05-17,59427,6,3,Tipperary North,Tiobraid Arann Thuaidh,10242,Senator
Bill Dwan,Progressive Democrats,1446,0.0353,0.14,1,No expenses,,Male,2002-05-17,59427,6,3,Tipperary North,Tiobraid Arann Thuaidh,10242,
Tom Hayes,Fine Gael,8997,0.24539999999999998,0.98,3,Made Quota,1,Male,2002-05-17,56092,8,3,Tipperary South,Tiobraid Arann Theas,9167,
Noel Davern,Fianna Fail,8888,0.24239999999999998,0.97,3,Made Quota,2,Male,2002-05-17,56092,8,3,Tipperary South,Tiobraid Arann Theas,9167,TD
Seamus Healy,Non party/Independent,7350,0.2005,0.80,3,Made Quota,3,Male,2002-05-17,56092,8,3,Tipperary South,Tiobraid Arann Theas,9167,
Dr Martin Mansergh,Fianna Fail,5233,0.1427,0.57,3,Not Elected,,Male,2002-05-17,56092,8,3,Tipperary South,Tiobraid Arann Theas,9167,
Denis Landy,Labour,3353,0.09140000000000001,0.37,2,Eliminated,,Male,2002-05-17,56092,8,3,Tipperary South,Tiobraid Arann Theas,9167,
Tom Wood,Non party/Independent,1515,0.041299999999999996,0.17,2,No expenses,,Male,2002-05-17,56092,8,3,Tipperary South,Tiobraid Arann Theas,9167,
Muiris O Suilleabhain,Sinn Féin,1210,0.033,0.13,1,No expenses,,Male,2002-05-17,56092,8,3,Tipperary South,Tiobraid Arann Theas,9167,
Michael Larkin,Comhar Criostai/Christian Solidarity,120,0.0033,0.01,1,No expenses,,Male,2002-05-17,56092,8,3,Tipperary South,Tiobraid Arann Theas,9167,
Martin Cullen,Fianna Fail,8529,0.1832,0.92,5,Made Quota,1,Male,2002-05-17,73725,14,4,Waterford,Port Lairge,9313,TD
John Deasy,Fine Gael,7204,0.1547,0.77,6,Made Quota,2,Male,2002-05-17,73725,14,4,Waterford,Port Lairge,9313,
Brian O'Shea,Labour,6219,0.1336,0.67,7,Made Quota,3,Male,2002-05-17,73725,14,4,Waterford,Port Lairge,9313,TD
Ollie Wilkinson,Fianna Fail,7312,0.157,0.79,7,Elected,4,Male,2002-05-17,73725,14,4,Waterford,Port Lairge,9313,
Brendan Kenneally,Fianna Fail,5735,0.1232,0.62,7,Not Elected,,Male,2002-05-17,73725,14,4,Waterford,Port Lairge,9313,TD
David Cullinane,Sinn Féin,2955,0.0635,0.32,6,Eliminated,,Male,2002-05-17,73725,14,4,Waterford,Port Lairge,9313,
Maurice Cummins,Fine Gael,2799,0.0601,0.30,5,Eliminated,,Male,2002-05-17,73725,14,4,Waterford,Port Lairge,9313,
Michael Flynn,Progressive Democrats,2137,0.045899999999999996,0.23,4,Eliminated,,Male,2002-05-17,73725,14,4,Waterford,Port Lairge,9313,
Brendan McCann,Green/Comhaontas Glas,1361,0.0292,0.15,3,No expenses,,Male,2002-05-17,73725,14,4,Waterford,Port Lairge,9313,
John Halligan,Workers',1270,0.0273,0.14,2,No expenses,,Male,2002-05-17,73725,14,4,Waterford,Port Lairge,9313,
Declan Waters,Comhar Criostai/Christian Solidarity,335,0.0072,0.04,1,No expenses,,Male,2002-05-17,73725,14,4,Waterford,Port Lairge,9313,
Jimmy Kelly,Socialist Workers,300,0.0064,0.03,1,No expenses,,Male,2002-05-17,73725,14,4,Waterford,Port Lairge,9313,
Conor Halpin,Non party/Independent,289,0.0062,0.03,1,No expenses,,Male,2002-05-17,73725,14,4,Waterford,Port Lairge,9313,
Eddie Walshe,Non party/Independent,118,0.0025,0.01,1,No expenses,,Male,2002-05-17,73725,14,4,Waterford,Port Lairge,9313,
John Browne,Fianna Fail,9150,0.1514,0.91,5,Made Quota,1,Male,2002-05-17,94586,12,5,Wexford,Loch Garman,10071,TD
Brendan Howlin,Labour,7995,0.1323,0.79,5,Made Quota,2,Male,2002-05-17,94586,12,5,Wexford,Loch Garman,10071,TD
Paul Kehoe,Fine Gael,7048,0.1166,0.70,6,Made Quota,3,Male,2002-05-17,94586,12,5,Wexford,Loch Garman,10071,
Liam Twomey,Non party/Independent,5815,0.0962,0.58,7,Made Quota,4,Male,2002-05-17,94586,12,5,Wexford,Loch Garman,10071,
Tony Dempsey,Fianna Fail,7520,0.1245,0.75,8,Elected,5,Male,2002-05-17,94586,12,5,Wexford,Loch Garman,10071,
Hugh Byrne,Fianna Fail,7556,0.1251,0.75,8,Not Elected,,Male,2002-05-17,94586,12,5,Wexford,Loch Garman,10071,TD
Michael D'Arcy Snr,Fine Gael,4564,0.0755,0.45,5,Eliminated,,Male,2002-05-17,94586,12,5,Wexford,Loch Garman,10071,TD
John Dwyer,Sinn Féin,4964,0.08220000000000001,0.49,3,Eliminated,,Male,2002-05-17,94586,12,5,Wexford,Loch Garman,10071,
Avril Doyle,Fine Gael,3940,0.0652,0.39,3,Eliminated,,Female,2002-05-17,94586,12,5,Wexford,Loch Garman,10071,
Seán Doyle,Non party/Independent,1274,0.021099999999999997,0.13,2,No expenses,,Male,2002-05-17,94586,12,5,Wexford,Loch Garman,10071,
Miranda O Bulguidhir,Non party/Independent,424,0.006999999999999999,0.04,1,No expenses,,Female,2002-05-17,94586,12,5,Wexford,Loch Garman,10071,
Michael O'Connor,Comhar Criostai/Christian Solidarity,173,0.0029,0.02,1,No expenses,,Male,2002-05-17,94586,12,5,Wexford,Loch Garman,10071,
Dick Roche,Fianna Fail,9213,0.1689,1.01,1,Made Quota,1,Male,2002-05-17,89797,15,5,Wicklow,Cill Mhantain,9094,TD
Liz McManus,Labour,7595,0.1392,0.84,8,Made Quota,2,Female,2002-05-17,89797,15,5,Wicklow,Cill Mhantain,9094,TD
Billy Timmins,Fine Gael,7372,0.1351,0.81,8,Made Quota,3,Male,2002-05-17,89797,15,5,Wicklow,Cill Mhantain,9094,TD
Joe Jacob,Fianna Fail,7836,0.1436,0.86,9,Made Quota,4,Male,2002-05-17,89797,15,5,Wicklow,Cill Mhantain,9094,TD
Mildred Fox,Non party/Independent,6324,0.1159,0.70,10,Elected,5,Female,2002-05-17,89797,15,5,Wicklow,Cill Mhantain,9094,TD
Nicky Kelly,Labour,6529,0.1197,0.72,9,Eliminated,,Male,2002-05-17,89797,15,5,Wicklow,Cill Mhantain,9094,
Deirdre de Burca,Green/Comhaontas Glas,3208,0.0588,0.35,7,Eliminated,,Female,2002-05-17,89797,15,5,Wicklow,Cill Mhantain,9094,
Jimmy O'Shaughnessy,Labour,2029,0.037200000000000004,0.22,7,No expenses,,Male,2002-05-17,89797,15,5,Wicklow,Cill Mhantain,9094,
Mairead Keane,Sinn Féin,1527,0.027999999999999997,0.17,6,No expenses,,Female,2002-05-17,89797,15,5,Wicklow,Cill Mhantain,9094,
Raymond O'Rourke,Fine Gael,1332,0.024399999999999998,0.15,5,No expenses,,Male,2002-05-17,89797,15,5,Wicklow,Cill Mhantain,9094,
Catherine Kennedy,Socialist Workers,399,0.0073,0.04,4,No expenses,,Female,2002-05-17,89797,15,5,Wicklow,Cill Mhantain,9094,
Robert Kearns,Non party/Independent,406,0.0074,0.04,4,No expenses,,Male,2002-05-17,89797,15,5,Wicklow,Cill Mhantain,9094,
Charlie Keddy,Non party/Independent,383,0.006999999999999999,0.04,4,No expenses,,Male,2002-05-17,89797,15,5,Wicklow,Cill Mhantain,9094,
Brian Kenny,Non party/Independent,236,0.0043,0.03,3,No expenses,,Male,2002-05-17,89797,15,5,Wicklow,Cill Mhantain,9094,
Barbara Hyland,Non party/Independent,171,0.0031,0.02,2,No expenses,,Female,2002-05-17,89797,15,5,Wicklow,Cill Mhantain,9094,
John McGuinness,Fianna Fail,11635,0.172,1.03,1,Made Quota,1,Male,2007-05-24,102016,11,5,Carlow Kilkenny,Ceatharlach Cill Chainnigh,11276,TD
Bobby Aylward,Fianna Fail,11600,0.17149999999999999,1.03,1,Made Quota,2,Male,2007-05-24,102016,11,5,Carlow Kilkenny,Ceatharlach Cill Chainnigh,11276,
Phil Hogan,Fine Gael,8589,0.127,0.76,7,Made Quota,3,Male,2007-05-24,102016,11,5,Carlow Kilkenny,Ceatharlach Cill Chainnigh,11276,TD
M J Nolan,Fianna Fail,9037,0.1336,0.80,8,Made Quota,4,Male,2007-05-24,102016,11,5,Carlow Kilkenny,Ceatharlach Cill Chainnigh,11276,TD
Mary White,Green/Comhaontas Glas,5386,0.0796,0.48,9,Elected,5,Female,2007-05-24,102016,11,5,Carlow Kilkenny,Ceatharlach Cill Chainnigh,11276,
John Paul Phelan,Fine Gael,6494,0.096,0.58,9,Not Elected,,Male,2007-05-24,102016,11,5,Carlow Kilkenny,Ceatharlach Cill Chainnigh,11276,Senator
Jim Townsend,Labour,3401,0.050300000000000004,0.30,7,Eliminated,,Male,2007-05-24,102016,11,5,Carlow Kilkenny,Ceatharlach Cill Chainnigh,11276,
Fergal Browne,Fine Gael,4948,0.0731,0.44,6,Eliminated,,Male,2007-05-24,102016,11,5,Carlow Kilkenny,Ceatharlach Cill Chainnigh,11276,Senator
